Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,News Image,Introduction,Main Article,Author,Published date,Featured,Intro
Enabling Educators and Leaders to create agency to improve professionalisation of the sector…,create-agency,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,64e715d72fb892b420861765,false,false,Tue Dec 13 2022 17:34:59 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 08:12:01 GMT+0000 (Coordinated Universal Time),Thu Aug 24 2023 09:56:37 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/640768b1bca759069638a23d_teachers-talking-classroom-1.jpg,"<p id="""">Agency is central to school improvement and development of staff.</p>","<h4 id="""">What is professional agency?</h4><p id="""">There has been much written about agency as a central tent of social thought and how it shapes social action – it can be bound by “Rational Choice Theory” and lost in the thinking of “Theorists of Practice” – French P. (1992), Zey M (2013), Ortner (1984) and Bourdieu (1977, 1984, 1990).</p><p id="""">Bandura 2001 and Eteläpelto et al. (2013) apply straightforward principles when defining agency, as such their definition has been adapted for this paper: Agency is the capacity of an individual to purposefully act to achieve a desired outcome – it is an individual’s capacity to achieve change.</p><p id="""">Agency can be thought of as the enactment of change. As a result, a lot of the research around agency, refers to individuals as “actors” or “change maker”. All staff in all schools can be change makers.</p><p id="""">The seminal paper, What is Agency?, Emirbayer and Mische (1998), provides an in-depth examination of agency, looking at the social and academic interpretation and theories. They define human agency as:</p><blockquote id="""">“Human Agency is the temporally constructed engagement by actors of different structural environments – the temporal relational contexts of action – which, through the interplay of habit, imagination, and judgment, both reproduces and transforms those structures in interactive response to the problems posed by changing historical situation.” </blockquote><p id=""""><strong id="""">Emirbayer and Mische, 1998</strong></p><p id="""">‍</p><h4 id="""">A model of professional agency</h4><p id="""">Emirbayer and Mische construct what they call the Chordal Triad of Agency, consisting of: 1) the iterational element 2) the Projective element and 3) the Practical-evaluative element. The achievement of agency should be understood as a configuration of influences from the past (iterational), orientations towards the future (projective) and engagement with the present (practical-evaluative). In 2013, Priestley, Biesta and Robinson developed the below model from the Chordal Triad of Agency, they specifically focus on teachers, yet the model holds up for many sectors and is absolutely applicable to non-teaching professionals working within education:</p><p id="""">‍</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center"" data-rt-max-width=""""><div id=""""><img id="""" src=""https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/63f9ad0e86734a2ad4b48f83_Blogpic1.png"" width=""auto"" height=""auto"" loading=""lazy""></div><figcaption id="""">Model of Agency by Priestley, Biesta and Robinson, 2013</figcaption></figure><p id="""">‍</p><p id="""">‍</p><p id="""">In Flip the System (2015), Priestley, Biesta and Robinson, return to this model and to Emirbayer and Mische (1998), stating agency appears as a:</p><blockquote id="""">‘temporally embedded process of social engagement, informed by the past (in its habitual aspect), oriented toward the future (as a capacity to imagine alternative possibilities) and ‘acted out’ in the present (as a capacity to contextualize past habits and future projects with the contingencies of the moment)’ </blockquote><p id=""""><strong id="""">Ibid p.963</strong></p><p id="""">‍</p><p id="""">Put simply, although agency is involved with the past and the future, it can only ever be ‘acted out’ in the present which is precisely what is expressed in the practical-evaluative dimension.</p><p id="""">Developing a strong conceptualisation of the notion of agency, allows us to ask how agency is 'achieved'; in concrete settings and under particular 'ecological' conditions and circumstances.</p><p id="""">For the school workforce, the ecological conditions and circumstance are the complex and complicated sector of education – ever-changing with political termism causing a lack of consistency of policy and procedures. In this mercurial system, there is often a need to procure consultants to support strategic thinking or to add organisational capacity.</p><p id="""">In education, empowering the school workforce to create agency for themselves in the “present”, through a practical and evaluative dimension (specially through the Material: Resource criteria), is desirable. This self-driven approach will save time, reduce consultant costs and support the professionalisation of teachers and others in schools.</p><p id="""">For those who work in education, it is commonly agreed that a top-down (Government/DfE) approach to system change is often fraught with challenges and is usually not cost effective. For individuals in school who have an area of responsibility, be that curriculum or non-curriculum, like Leadership and Management (L&amp;amp;M), Finance or Operations, being the agent of change and having agency is vital.</p><h4 id="""">Influencing Factors of Agency</h4><p id="""">For teachers there are a number of agency models. Jenkins (2019) combines Bandura’s TriadicReciprocal Causation model (Bandura 1999) and Bandura’s (2001) Model of Core Concepts of Agency:</p><p id="""">‍</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img id="""" src=""https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/63f9adbcd5c4ba9255eb1f3c_Blogpic2.png"" width=""auto"" height=""auto"" loading=""lazy""></div><figcaption id="""">Jenkins’ Model of Teacher Agency, Jenkins G 2019</figcaption></figure><p id="""">‍</p><p id="""">Jenkins suggests that agency is dependent on key influences involving a combination of three factors/determinants (Personal, Behavioural and Environmental). The triadic interrelating and interacting connection is constantly changing, yet it can be asserted that this connection provides further context and conditions for the present, practical-evaluative dimension, described by Emirbayer and Mische (1998).</p><p id="""">The three “agency determinants” in schools:</p><ol id="""" start=""""><li id="""">Personal - leaders, HTs and CEOS should be self-examining and self-organising</li><li id="""">Environmental - School workforce should be proactive, looking for patterns and improvement in their department or area of leadership. HTs and CEOs should have an overview of these areas with insight and cost-effective develop opportunities across their organisation/s.</li><li id="""">Behavioural the school workforce should be making evidence-informed recommendations for improvement that support school or organisation/Trust development plans.</li></ol><p id="""">Jenkins (2019) goes on to explores the types of agency in relation to curriculum change, citing three types of agency:</p><ul id=""""><li id="""">Passive: Individuals chose not to engage with the change but rather, focused on maintaining their previously approach to suit their personal agenda.</li><li id="""">Proactive: Individuals are motivated to pursue the change to achieve their desired outcomes.</li><li id="""">Reactive: Individuals respond to top-down decisions made by leadership- yet this doesn’t not necessarily mean low agency and can often speak confidently about their capacity to positively affect and influence the desired outcomes.</li></ul><h4 id="""">Type of Agency by Jenkins G, 2019</h4><p id="""">Jenkins advocates that Proactive and Reactive agency can have a strong impact on change in an organisation, and a combination of the two is also productive. Jenkins study specifically considered teachers and curriculum change, although it could be suggested that these types of agency can be adopted across all leaders recommendation to support school and Trust improvement.</p><p id="""">For too long, education and its workforce have been hindered by centrally-driven rhetoric and initiatives. Agency and school workforce professionalisation is in the hands of all school staff…this is the time to make a difference.</p><h2 id="""">‍</h2>",Ben Barton,Fri Mar 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time),true,Ipsum est numquam quae et ut itaque sit id ea. Dolorum consequatur dolor ut voluptas. Illum eaque optio quo aut et laborum et repudiandae vo
Fugit,fugit,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,64e715d72fb892b420861764,false,true,Tue Dec 13 2022 17:34:58 GMT+0000 (Coordinated Universal Time),Fri Mar 03 2023 10:27:55 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/6398b7c14dd188189f985bb4_1670952897446-image1.jpg,<p>Commodi ipsam amet sed officia et debitis mollitia voluptatum quis. Cupiditate voluptates natus dolorem in dignissimos. Ad sint neque occaecati natus vero consequatur laboriosam sint.</p>,<h2>Et quia laudantium harum molestiae quia sint non non.</h2><p>Beatae aut quam qui culpa officiis cumque. Aut incidunt quod quos beatae sunt non fugit quae. Et non maxime eum quis ut ullam qui. Eligendi fuga rem cum sed qui. Esse laudantium tenetur soluta enim totam.</p><h3>Enim unde enim animi quod veniam quas quibusdam aut rem.</h3><blockquote>Mollitia aut eum occaecati sit animi. Et nesciunt officia porro consectetur. Laboriosam perspiciatis dolore enim et impedit ut. Cupiditate libero suscipit voluptates et animi asperiores est debitis vel. Nesciunt voluptas aut recusandae voluptatem rem voluptas voluptatibus ut ab. Sequi ut eum facilis.</blockquote><p>Placeat rem voluptatem provident repudiandae ex magnam enim. Similique quaerat laudantium autem nihil quo ex nemo sed. Ea ipsam perferendis doloremque voluptas id eos culpa non consequatur.</p><p>Deserunt doloremque ea tempora suscipit reprehenderit quia. Quasi et nam. Rerum magnam atque ipsa. Sit praesentium est numquam placeat sit dolorem. Ut nulla numquam aperiam molestias maxime eum voluptatem.</p><h2>Doloremque voluptas autem suscipit aut eum maxime incidunt.</h2><p>Ipsa molestiae modi. Explicabo accusamus beatae. Et iure sint.</p><h3>Aut corporis dolor pariatur nulla voluptates tempore autem error.</h3><blockquote>Rerum tenetur necessitatibus velit pariatur nulla perferendis architecto. Et et et ut maiores. Aperiam ut facilis id dolores rem qui. Illo velit quibusdam ut. Libero repellendus itaque doloremque et earum doloremque ipsa.</blockquote><p>Recusandae minus quo qui illo architecto. Quos ut provident commodi accusantium animi pariatur debitis non perspiciatis. Consequatur sint tenetur aut et temporibus. Adipisci esse optio dolores qui sit et explicabo hic. Ad autem mollitia qui dolore.</p><p>Dolores repellendus tempora et cumque sapiente aliquam laborum perferendis aperiam. Incidunt odio qui tenetur. Corporis odio corrupti voluptatem.</p><h2>Veritatis ut id fugit ad nemo est magni.</h2><p>Et dolore fugiat ea odio numquam ea itaque deserunt. Facere assumenda in dolore animi est odit. Officiis doloribus consequuntur aliquam repellat dolor. Excepturi nihil error voluptatem dolor rerum.</p><h3>Voluptatem voluptate amet ea qui officia cupiditate voluptatum.</h3><blockquote>Sed et assumenda perspiciatis. In in dolore ut aut at qui. Aut necessitatibus beatae id ipsa labore aut quaerat. Quos rerum sed et quo in aliquid. Qui deleniti sunt optio et aliquam. Ullam aut nulla placeat distinctio eaque eius laboriosam atque ipsum.</blockquote><p>Et voluptatum perferendis et fugit. Nisi omnis aut suscipit et temporibus molestiae dolorum rerum officia. Totam sed vel doloremque explicab</p>,Accusamus rerum mol,Wed Dec 07 2022 00:00:00 GMT+0000 (Coordinated Universal Time),true,Libero quidem aut qui impedit at voluptatem est quia. Porro suscipit qui et et quia fugiat eum culpa at
"It’s teachers, not government, who make the difference…",its-teachers-not-government-who-make-the-difference,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,64e715d72fb892b42086176c,false,false,Mon Mar 20 2023 09:59:07 GMT+0000 (Coordinated Universal Time),Mon Mar 20 2023 10:35:09 GMT+0000 (Coordinated Universal Time),Thu Aug 24 2023 09:56:37 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/641836b5950cbebfa69085a8_news-image-teacher.jpg,<p>When teachers believe in their collective ability to make a difference they are more likely to feel empowered to make decisions and act upon them</p>,"<p id="""">Early this week, I took part in a professional discussion organised by the International Schools Network(ISN) about teacher agency. It was led by Head of ISN, Max Humpston and I was fortunate enough to meet some fantastic new colleagues: Laurence Cabanne (British International School, Hanoi) and Chris Woodhams (St Joseph’s Institution International,Kuala Lumpur). It was a brilliant discussion that was recorded and will soon be released on the ISN’s website. The discussion inspired me to consider more specific areas around teacher agency and how it links to some of Hattie’s <em id="""">VisibleLearning</em> work, more specifically <em id="""">CollectiveTeacher Efficacy</em>.</p><p id="""">Collective teacher efficacy (CTE) is a term used to describe the <strong id="""">belief</strong> that a group of teachers working together can make a difference in improving student outcomes. Based on <a href=""https://www.linkedin.com/in/rachel-eells/"">Rachel Eells</a> meta-research, CTE has topped the charts in the <strong id=""""><em id="""">Visible Learning<sup id="""">PLUS</sup></em></strong> <em id="""">Influences of Student Achievement</em> with an effect size <em id="""">d</em>=1.57. As such, CTE has gained recognition as a powerful tool for school improvement. Originally coined by Albert Bandura, CTE shows that when teachers believe in their collective ability to make a difference, they are more likely to collaborate, share ideas or resource, and take collective action to improve teaching and learning in their schools. </p><p id="""">Teacher agency refers to the <strong id="""">ability</strong> of teachers to make decisions and take actions that have an impact on their practice and their students. It has been widely written about and researched by academics, a good place to start is <em id="""">Teacher agency: what is it and why does it matter? </em>by Priestley, Biesta and Robinson. Teacher agency is a term used to refer to situations where teachers have the capacity to exercise their discretion and judgment in adapting their practice and curriculum to meet the diverse and changing needs of their students. Agency is the sense of empowerment that teachers feel when they have a say in what they teach, how they teach it, and how they assess student learning. </p><h4 id="""">Teacher agency is essential for effective teaching and, if nurtured, can be a powerful force for change in schools.</h4><p id="""">The link between collective teacher efficacy and teacher agency is strong. When teachers believe in their collective ability to make a difference; they are more likely to feel empowered to make decisions and act upon them, to change their practice by taking risks and in many cases support others to do the same– teachers’ positive actions can have a huge impact on school improvement.</p><h4 id="""">This sense of efficacy can be a powerful force for change in schools and combined with a sense of agency can contribute to an effective school culture.</h4><p id="""">Collective teacher efficacy can promote teacher agency through shared leadership. When teachers are involved in decision-making processes and have a say in how their school operates, they are more likely to feel empowered and invested in their work, as well as offering more discretionary effort. Shared leadership can take many forms, such as teacher-led professional development, teacher-led networks/partnerships or professional learning community (PLCs). Andy Hargreaves and Michael O’Connor give a great overview of how PLCs were utilised in Canada in <em id="""">LeadingCollective Professionalism </em>(2018). &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; </p><h4 id="""">When teachers have a voice in school leadership, they are more likely to feel a sense of agency and to be committed to school improvement.</h4><p id="""">Collective teacher efficacy can also promote teacher agency through a focus on student learning. When teachers believe that they can make a difference in student outcomes, they are more likely to challenge and improve their practice. This can involve a focus on evidence-based practices. When teachers use these practices and see the impact on student learning, they are more likely to feel a sense of agency and to be invested in their work. They may also feel more inclined to stay in a school or Trust thereby supporting recruitment and retention challenges facing many organisations.</p><p id="""">In conclusion, collective teacher efficacy and teacher agency are closely linked. When teachers believe in their collective ability to make a difference, they are more likely to feel empowered to make pro-active decisions and take actions that will contribute to change. This sense of agency can lead to increased commitment to school improvement, a positive school culture, and improved student outcomes. As such, it is important for school leaders to promote collective teacher efficacy and provide opportunities for teacher agency. This can involve professional learning communities, shared leadership, and a focus on student learning. In doing so, schools can create a culture of empowerment and collaboration that will benefits teachers, students, the local community and society more broadly.</p><p id="""">‍</p>",Gareth Alcott,Mon Mar 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time),false,
Molestiae,molestiae,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,64e715d72fb892b420861762,false,true,Tue Dec 13 2022 17:34:58 GMT+0000 (Coordinated Universal Time),Fri Mar 03 2023 10:28:18 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/6398b7c14dd188189f985bb4_1670952897446-image1.jpg,<p>Quia et error necessitatibus maxime molestiae ut velit perferendis. Vel ipsam aspernatur. Id facilis sunt fuga qui excepturi vitae nemo. Velit officia voluptatem ut.</p>,<h2>In ut quas ratione.</h2><p>Est qui minus. Ut ut ut at et eaque nobis tempora ab exercitationem. Rerum culpa consectetur. Consequatur eum aut quidem ut dolore. Ut rerum rerum consectetur odio.</p><h3>Minima est quaerat iure ipsam molestias perspiciatis nostrum.</h3><blockquote>Nostrum accusantium cum amet non quis consequatur ea dolorem est. Quasi velit rerum qui. Sit ullam ipsa dolores nihil ipsa officia sapiente et. Sed quod odio.</blockquote><p>Nobis delectus vel deleniti quos modi et earum. Excepturi et quis ut illum rerum. Est ducimus in maxime adipisci enim et.</p><p>Est veniam repellendus. Sit sed libero molestiae hic quas et aliquam et praesentium. Voluptatem repellat voluptates et animi vero velit est cupiditate. Magnam atque illum quo. Qui adipisci placeat. Eum cum eveniet earum maiores.</p><h2>Nostrum reprehenderit voluptatem et nisi vel dolorem dolorem cupiditate.</h2><p>Vel est dignissimos perspiciatis voluptatem laboriosam consectetur architecto saepe beatae. Et animi dolorem. Ut consequuntur at blanditiis. At qui aperiam in pariatur dolor dolore.</p><h3>Dolores facilis et quisquam.</h3><blockquote>Laudantium voluptatem suscipit minima esse mollitia corrupti sequi voluptatibus quisquam. Asperiores et nulla laudantium dolorem voluptate. Qui earum doloribus deleniti quia dignissimos corporis id. Ut est impedit corporis vitae eius ut.</blockquote><p>Quae quibusdam atque. Autem qui minima cum consequuntur impedit aliquam non. Rem alias qui consequatur ipsum harum natus.</p><p>Beatae ut ipsam et fuga rerum saepe. Veniam qui velit corporis aperiam et. Ut aut et qui quos maxime fuga tempore officia. Voluptates deleniti quidem molestiae quae iure aspernatur.</p>,Quod et quaerat eius error quia enim nulla. Sed illum dolorem quis ipsum dicta ven,Sun Sep 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time),false,Maiores debitis doloremque maxime asperiores aliquid qui molestiae. Error optio aut explicabo. Earum cu
Rerum Et,rerum-et,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,64e715d72fb892b420861763,false,true,Tue Dec 13 2022 17:34:58 GMT+0000 (Coordinated Universal Time),Fri Mar 03 2023 10:28:04 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/6398b7a75d7f84f32d26e101_1670952871735-image20.jpg,<p>Veritatis sit ad impedit doloribus. Ex voluptatum commodi maiores. Sit et est. Dolore doloremque culpa eum provident adipisci vitae vel amet.</p>,<h2>Aut placeat non non.</h2><p>Fuga error adipisci et deserunt. Mollitia minus illo. Enim cumque sint quidem adipisci aperiam et exercitationem quibusdam sint. Dignissimos maiores omnis. Voluptatem tenetur est aliquid.</p><h3>Qui sit at nihil et vitae porro.</h3><blockquote>Expedita eius culpa. Quos inventore autem minus animi aliquid. Tempore et quos in esse eos voluptas magnam qui. Sed amet voluptas laudantium sunt aspernatur rerum sed. Qui natus dolor rerum qui quisquam facere qui.</blockquote><p>Sint autem voluptas sit ut id et officia. Eius earum sequi rerum deserunt quo. Velit voluptatem expedita sit soluta voluptatem sunt.</p><p>Ducimus ab sed. Aut voluptatem corrupti et quaerat et. Exercitationem est sit excepturi optio perspiciatis rerum ratione sed at. Facilis mollitia omnis possimus vel. Tempore reprehenderit consequuntur aut.</p>,Qui odit modi qui labore est. Sit aut aliquam quis dolor e,Sun Oct 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),false,Omnis quisquam quisquam incidunt reiciendis. Voluptatem quae cum voluptatem. Provident officiis doloremque placeat sit eius occaeca
School can support themselves to improve,self-supporting-schools,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,64e715d72fb892b420861766,false,false,Tue Dec 13 2022 17:34:59 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 08:11:41 GMT+0000 (Coordinated Universal Time),Thu Aug 24 2023 09:56:37 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/640768a8f098d81fb3cfc9cf_teachers-talking-staffroom-1.jpg,"<p id="""">Schools are complex organisations with multiple stakeholders and varied responsibilities. All routes to improvement can come from within.</p><p id="""">‍</p>","<p id=""""><strong id="""">School Improvement is the driver for effective outcomes </strong></p><p id="""">Schools are complex organisations with multiple stakeholders and varied responsibilities, but they all have one common goal: to provide students with the best possible education. Improving a school is not an easy task, but most schools have the expertise within them to make meaningful changes. With the right support, motivation, and resources, schools can improve their performance, meet the needs of their students, and foster a culture of continuous improvement.</p><p id=""""><strong id="""">Teachers should be central to improvement</strong></p><p id="""">One of the most important aspects of school improvement is the involvement of teachers – they are the people who interact with students every day and know students’ needs and challenges. They have a deep understanding of the curriculum and can provide valuable insights into how to improve teaching, learning and outcomes. When teachers are empowered to take an active role in school improvement, they can bring a fresh perspective and new ideas that can lead to sustained meaningful changes.</p><p id="""">Another important factor in school improvement is leadership. Effective leaders provide direction, set goals, and create a positive school culture. They also establish systems and processes that allow the school to run smoothly and efficiently. School leaders must be knowledgeable about best practices in education, have a clear vision for the future, and be able to communicate their vision to all stakeholders. When leaders are engaged and committed to school improvement, they can motivate their teams to work towards common goals and create a culture of continuous improvement.</p><p id=""""><strong id="""">Make your data work for you </strong></p><p id="""">Most school improvement requires the use of data alongside evidence-based practices. Schools must have the ability to collect, analyse, and use data to inform their decision making. This includes data on student performance, teacher effectiveness, and school processes. With this data, schools can identify areas for improvement, track progress, and make informed decisions about how to allocate resources. Schools must also stay up to date on the latest research and best practices in education and incorporate these into their improvement efforts.</p><p id="""">Finally, school improvement requires resource. This includes financial resources, technology, and personnel. Schools must have the resources they need to implement effective initiatives, provide professional development opportunities, and recruit the staff they need to support their students. It’s also useful for schools to have access to up-to-date technology and digital resources to support effective teaching and learning. With these resources in place, schools can ensure that they have the tools they need to meet the needs of their students and improve their performance.</p><p id=""""><strong id="""">Schools have the expertise</strong></p><p id="""">Most schools have the expertise within their organisation to improve themselves. With effective involvement of teachers alongside effective leadership, the use of data, evidence-based practices, and adequate resources, schools can make meaningful changes that benefit their students and improve their performance. Schools must take a proactive approach to school improvement, engage all stakeholders, and create a culture of continuous improvement. By doing so, they can ensure that their students receive the best possible education and are prepared for the challenges of the future.</p><h2 id="""">‍</h2>",Ben Barton,Sun Aug 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time),true,Nobis iur
The National SEND Audit,the-national-send-audit,64e715d72fb892b4208616f7,64e715d72fb892b420861afd,6502ad98350a4e4b6fff3f08,false,false,Thu Sep 14 2023 06:52:08 GMT+0000 (Coordinated Universal Time),Thu Sep 14 2023 07:13:36 GMT+0000 (Coordinated Universal Time),Thu Sep 14 2023 07:13:44 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/63973c2ab3079da024d9897a/6502aaf9832642947e70184c_campaign-blog-image.jpg,"<p id="""">We are proud to launch the <a id="""" href=""https://login.schoolimprovementsolutions.co.uk/guest/index/d2ae7728-2a56-401b-aedf-6b4233aa5d8f?code=SEND2023A"" target=""_blank"">National SEND Audit</a> today and to start the journey of SEND leaders in schools and trusts throughout the UK taking back control of the SEND agenda and building a call for change. Created by Dr Anita Devi, the National SEND Leadership audit will help to assess your setting’s strengths and areas for development across 7 key areas of SEND leadership. This is also your opportunity to contribute to national policy and get a national report on SEND Leadership across the country.</p><p id=""""><a href=""https://login.schoolimprovementsolutions.co.uk/guest/index/d2ae7728-2a56-401b-aedf-6b4233aa5d8f?code=SEND2023A"" target=""_blank""><strong id="""">Take the SEND Audit today</strong></a><strong id="""">.</strong></p><p id="""">‍</p>","<h3 id="""">Why Local Solutions Matter</h3><p id="""">The National SEND Audit will start in your setting (no matter what status or size) and provide a great overview of where you are making great strides and where there are areas for growth. On completion, you will receive a personalised summary report, including actionable recommendations. You will be able to prioritise these insights for both short-term and long-term strategic planning. The summary report also aids regulatory conversations.</p><h3 id="""">Why Policy Origin Matters</h3><p id="""">But the National SEND Audit will also help you to contribute to shaping national policy anonymously. Your data, blended with submissions from others, will inform future education policy without revealing specific settings.</p><p id="""">We will be holding a National Report Webinar once the survey is completed. You will receive joining instructions in early October.</p><p id="""">Our findings will be sent to all major political parties and think tanks, <strong id="""">so your voice will be heard!</strong></p><h3 id="""">Why Empowering SEND Leaders Matters</h3><p id="""">For too long, SEND policy has been politicised and driven by organisations several steps removed from young people. We believe that setting leaders hold invaluable insights into what's best for their own schools. However, their relentless schedules can obscure the bigger picture. Catalyst bridges this gap. By spotlighting a school's strengths and areas needing attention, it empowers educators to prioritize effectively.</p><h3 id="""">What? How to use the <a id="""" href=""https://login.schoolimprovementsolutions.co.uk/guest/index/d2ae7728-2a56-401b-aedf-6b4233aa5d8f?code=SEND2023A"" target=""_blank"">National SEND Audit</a></h3><p id="""">The audit comprises 7 sections, each containing 10 statements. For optimal results, we recommend the head teacher or principal collaborates with the designated special educational needs and disability lead (SENCO). Rate each statement with a RAG (Red, Amber, Green) designation:</p><p id="""">Beneath each statement, find the symbol. Click it to provide your RAG rating rationale and attach evidence. While the evidence won't be in the summary report, it's valuable for discussions with governors, trustees, and regulatory bodies. Where the statement includes (S) this refers to Statutory Requirements.</p><p id=""""><a id="""" href=""https://login.schoolimprovementsolutions.co.uk/guest/index/d2ae7728-2a56-401b-aedf-6b4233aa5d8f?code=SEND2023A"" target=""_blank""><strong id="""">Take the SEND Audit today</strong></a><strong id="""">.</strong></p><h3 id="""">Tailoring the Audit to your context</h3><p id="""">We understand that applying a single audit across diverse settings is challenging. If a statement seems irrelevant, use your best judgment to align it with your context. For instance, both mainstream and special schools prioritize high-quality teaching, albeit with variations. ""Pupil"" or ""learner"" denotes students, even those in Post 16 education.</p><h3 id="""">Honesty and collaboration</h3><p id="""">Our experience shows that candid, authentic responses achieved through collaboration yield the most impactful results. Embrace the opportunity to foster improvement and drive your next steps.</p><h3 id="""">In Conclusion</h3><p id="""">By focusing on real challenges, empowering schools in policy formulation, and bolstering school leaders decision-making capabilities, Catalyst sets the stage for a brighter educational landscape.</p><p id=""""><a id="""" href=""https://login.schoolimprovementsolutions.co.uk/guest/index/d2ae7728-2a56-401b-aedf-6b4233aa5d8f?code=SEND2023A"" target=""_blank""><strong id="""">Take the SEND Audit today</strong></a><strong id="""">.</strong></p><h3 id="""">The Journey Ahead</h3><p id="""">Catalyst's journey unfolds through a series of Public Audits:</p><ul id=""""><li id=""""><strong id="""">Talent:</strong> September 2023</li><li id=""""><strong id="""">Technology:</strong> October 2023</li><li id=""""><strong id="""">Maths:</strong> November 2023</li><li id=""""><strong id="""">Well-Being:</strong> January 2024</li><li id=""""><strong id="""">Finance:</strong> February 2024</li><li id=""""><strong id="""">Curriculum:</strong> April 2024</li><li id=""""><strong id="""">CPD:</strong> May 2024</li></ul>",Ben Barton,Thu Sep 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time),true,
